resistive Lecture = 612	percent = 52	reference Lecture = 321	percent = 88
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 312	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 637	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 638	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 315	percent = 90
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 639	percent = 49	reference Lecture = 314	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 315	percent = 90
resistive Lecture = 639	percent = 49	reference Lecture = 312	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 316	percent = 90
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 639	percent = 49	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 640	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 641	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 641	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 316	percent = 90
resistive Lecture = 644	percent = 48	reference Lecture = 316	percent = 90
resistive Lecture = 641	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 313	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 641	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 313	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 642	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 643	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 644	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 645	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 645	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 651	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 651	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 646	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 647	percent = 48	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 647	percent = 48	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 317	percent = 89
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 648	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 317	percent = 89
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 649	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 317	percent = 89
resistive Lecture = 650	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 317	percent = 89
resistive Lecture = 656	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 650	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 314	percent = 91
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 317	percent = 89
resistive Lecture = 654	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 651	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 317	percent = 89
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 317	percent = 89
resistive Lecture = 654	percent = 47	reference Lecture = 317	percent = 89
resistive Lecture = 655	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 652	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 315	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 659	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 653	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 659	percent = 46	reference Lecture = 317	percent = 89
resistive Lecture = 656	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 318	percent = 89
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 660	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 318	percent = 89
resistive Lecture = 659	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 658	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 656	percent = 46	reference Lecture = 316	percent = 90
resistive Lecture = 657	percent = 46	reference Lecture = 315	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 655	percent = 47	reference Lecture = 317	percent = 89
resistive Lecture = 659	percent = 46	reference Lecture = 317	percent = 89
resistive Lecture = 659	percent = 46	reference Lecture = 318	percent = 89
resistive Lecture = 655	percent = 47	reference Lecture = 316	percent = 90
resistive Lecture = 654	percent = 47	reference Lecture = 316	percent = 90
